UF,Ano,Trimestre,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao
PR,2020,2,10.4,59.0,65.8
SC,2020,2,7.9,61.9,67.2
RS,2020,2,9.3,60.4,66.6
MS,2020,2,9.9,60.1,66.7
MT,2020,2,10.6,57.4,64.2
GO,2020,2,12.8,57.9,66.4
DF,2020,2,14.3,58.9,68.7
RO,2020,2,9.2,57.4,63.2
AC,2020,2,15.1,48.1,56.5
AM,2020,2,15.6,54.3,64.3
RR,2020,2,10.8,54.8,61.4
PA,2020,2,11.5,53.1,60.1
AP,2020,2,17.5,50.4,61.3
TO,2020,2,11.6,51.9,58.7
MA,2020,2,14.7,44.7,52.4
PI,2020,2,13.7,48.9,56.7
CE,2020,2,13.3,48.0,55.4
RN,2020,2,15.8,46.4,55.2
PB,2020,2,11.6,48.0,54.3
PE,2020,2,19.0,44.4,54.8
AL,2020,2,18.0,39.5,48.1
SE,2020,2,14.2,49.4,57.5
BA,2020,2,17.6,49.9,60.5
MG,2020,2,12.2,57.3,65.3
ES,2020,2,13.5,57.0,65.9
RJ,2020,2,15.8,51.6,61.3
SP,2020,2,13.6,59.0,68.3
PR,2020,2,9.0,60.1,66.0
SC,2020,2,7.5,62.1,67.1
RS,2020,2,8.6,60.5,66.2
MS,2020,2,9.0,60.9,66.9
MT,2020,2,8.7,59.3,64.9
GO,2020,2,11.0,60.2,67.7
DF,2020,2,13.3,58.8,67.8
RO,2020,2,8.2,58.0,63.3
AC,2020,2,13.8,49.0,56.9
AM,2020,2,16.2,52.3,62.4
RR,2020,2,9.3,56.2,61.6
PA,2020,2,11.2,54.1,60.9
AP,2020,2,17.0,50.8,61.2
TO,2020,2,11.9,50.5,57.3
MA,2020,2,14.5,45.8,53.6
PI,2020,2,12.2,50.0,57.0
CE,2020,2,12.0,49.2,55.8
RN,2020,2,13.9,47.5,55.1
PB,2020,2,10.9,49.1,55.0
PE,2020,2,18.1,45.1,55.1
AL,2020,2,16.1,40.1,47.8
SE,2020,2,13.8,49.4,57.3
BA,2020,2,16.8,49.4,59.4
MG,2020,2,12.3,57.5,65.5
ES,2020,2,13.1,58.0,66.7
RJ,2020,2,14.6,52.8,61.9
SP,2020,2,13.3,59.4,68.6
PR,2020,2,8.5,60.0,65.5
SC,2020,2,6.8,62.9,67.5
RS,2020,2,8.2,61.0,66.4
MS,2020,2,8.0,61.1,66.4
MT,2020,2,9.5,59.9,66.2
GO,2020,2,9.3,61.6,68.0
DF,2020,2,12.3,58.4,66.6
RO,2020,2,7.6,58.6,63.4
AC,2020,2,12.4,50.7,57.8
AM,2020,2,13.6,53.2,61.5
RR,2020,2,9.8,57.9,63.9
PA,2020,2,10.7,54.7,61.3
AP,2020,2,19.1,49.9,61.7
TO,2020,2,10.6,53.0,59.3
MA,2020,2,13.4,45.1,52.1
PI,2020,2,13.4,49.0,56.7
CE,2020,2,11.2,51.0,57.5
RN,2020,2,12.4,47.7,54.5
PB,2020,2,10.2,49.2,54.9
PE,2020,2,17.0,46.2,55.6
AL,2020,2,15.7,38.3,45.5
SE,2020,2,13.6,51.1,59.0
BA,2020,2,15.1,51.1,60.1
MG,2020,2,10.7,58.5,65.4
ES,2020,2,11.8,58.2,65.9
RJ,2020,2,15.3,52.7,62.2
SP,2020,2,12.8,59.6,68.4
PR,2020,2,8.3,60.4,65.9
SC,2020,2,6.4,63.6,68.0
RS,2020,2,8.1,60.9,66.3
MS,2020,2,7.4,62.0,66.9
MT,2020,2,7.3,60.8,65.6
GO,2020,2,9.4,60.6,66.9
DF,2020,2,13.3,57.6,66.5
RO,2020,2,10.5,56.6,63.4
AC,2020,2,14.8,49.5,57.9
AM,2020,2,14.0,53.3,62.0
RR,2020,2,10.5,56.3,63.0
PA,2020,2,12.3,52.2,59.5
AP,2020,2,21.6,48.6,62.0
TO,2020,2,11.1,52.8,59.4
MA,2020,2,15.8,43.4,51.5
PI,2020,2,13.3,47.6,55.0
CE,2020,2,12.9,49.8,57.2
RN,2020,2,15.1,46.5,54.8
PB,2020,2,11.9,48.2,54.7
PE,2020,2,18.0,46.4,56.5
AL,2020,2,18.0,36.4,44.4
SE,2020,2,17.2,48.6,58.6
BA,2020,2,18.1,48.8,59.6
MG,2020,2,12.7,57.2,65.5
ES,2020,2,12.7,57.5,65.8
RJ,2020,2,15.1,52.4,61.7
SP,2020,2,14.1,59.3,69.0
PR,2020,2,9.7,59.5,65.8
SC,2020,2,6.6,62.8,67.2
RS,2020,2,8.6,59.6,65.3
MS,2020,2,8.5,61.5,67.2
MT,2020,2,9.5,59.3,65.5
GO,2020,2,10.4,59.8,66.7
DF,2020,2,14.1,57.4,66.8
RO,2020,2,8.2,56.6,61.8
AC,2020,2,13.7,48.8,56.5
AM,2020,2,14.3,52.1,60.8
RR,2020,2,11.7,55.4,62.7
PA,2020,2,11.3,53.2,60.0
AP,2020,2,21.7,48.0,61.1
TO,2020,2,11.3,53.0,59.8
MA,2020,2,14.5,42.5,49.7
PI,2020,2,13.6,48.5,56.1
CE,2020,2,11.8,49.6,56.2
RN,2020,2,13.3,47.5,54.8
PB,2020,2,11.1,48.1,54.1
PE,2020,2,17.1,46.6,56.3
AL,2020,2,17.7,36.3,44.0
SE,2020,2,17.0,48.1,57.9
BA,2020,2,16.8,48.8,58.6
MG,2020,2,10.9,58.6,65.7
ES,2020,2,12.2,58.2,66.3
RJ,2020,2,15.5,52.3,61.9
SP,2020,2,13.8,59.3,68.8
PR,2020,2,9.1,59.7,65.7
SC,2020,2,6.5,62.5,66.8
RS,2020,2,8.4,59.2,64.7
MS,2020,2,7.7,62.2,67.4
MT,2020,2,8.6,60.4,66.1
GO,2020,2,9.5,60.4,66.8
DF,2020,2,12.3,58.9,67.2
RO,2020,2,8.9,57.6,63.3
AC,2020,2,13.4,49.4,57.1
AM,2020,2,13.2,53.7,61.9
RR,2020,2,13.5,54.5,63.3
PA,2020,2,11.0,53.2,59.9
AP,2020,2,18.3,50.7,62.1
TO,2020,2,9.8,53.5,59.4
MA,2020,2,14.0,43.2,50.2
PI,2020,2,12.5,49.9,57.0
CE,2020,2,10.7,51.2,57.4
RN,2020,2,13.0,49.0,56.4
PB,2020,2,11.0,49.1,55.1
PE,2020,2,17.0,46.8,56.4
AL,2020,2,17.3,37.8,45.8
SE,2020,2,17.6,48.2,58.5
BA,2020,2,16.4,50.0,59.8
MG,2020,2,9.8,59.4,65.8
ES,2020,2,11.3,59.3,66.9
RJ,2020,2,14.7,52.9,62.0
SP,2020,2,13.3,59.8,69.0
PR,2020,2,8.7,60.1,65.9
SC,2020,2,6.2,63.0,67.1
RS,2020,2,8.3,59.7,65.0
MS,2020,2,7.3,63.7,68.8
MT,2020,2,6.8,61.9,66.4
GO,2020,2,9.0,60.7,66.7
DF,2020,2,12.7,59.3,67.9
RO,2020,2,9.1,58.0,63.8
AC,2020,2,13.5,49.4,56.9
AM,2020,2,14.6,53.3,62.4
RR,2020,2,14.2,55.4,64.5
PA,2020,2,10.3,53.8,59.9
AP,2020,2,19.9,49.1,61.3
TO,2020,2,10.5,54.6,61.0
MA,2020,2,14.3,43.2,50.4
PI,2020,2,12.4,50.0,57.0
CE,2020,2,10.2,51.5,57.3
RN,2020,2,13.6,47.8,55.3
PB,2020,2,11.2,48.7,54.9
PE,2020,2,15.6,47.9,56.8
AL,2020,2,16.2,38.6,46.0
SE,2020,2,15.1,50.1,59.1
BA,2020,2,17.6,49.4,59.9
MG,2020,2,9.7,59.0,65.4
ES,2020,2,10.4,59.9,66.8
RJ,2020,2,15.0,53.0,62.3
SP,2020,2,12.6,59.9,68.6
PR,2020,2,7.9,60.8,66.0
SC,2020,2,6.3,63.4,67.7
RS,2020,2,7.5,60.6,65.5
MS,2020,2,7.0,63.2,68.0
MT,2020,2,6.9,63.0,67.6
GO,2020,2,8.3,61.5,67.0
DF,2020,2,12.0,59.8,68.0
RO,2020,2,9.1,57.8,63.6
AC,2020,2,18.2,45.4,55.5
AM,2020,2,16.1,52.3,62.3
RR,2020,2,15.2,55.6,65.6
PA,2020,2,11.6,52.5,59.4
AP,2020,2,20.4,49.8,62.6
TO,2020,2,12.5,52.9,60.4
MA,2020,2,16.6,40.9,49.0
PI,2020,2,12.9,49.4,56.7
CE,2020,2,11.5,50.5,57.1
RN,2020,2,14.1,47.1,54.8
PB,2020,2,11.2,47.6,53.6
PE,2020,2,16.3,47.6,56.9
AL,2020,2,16.1,38.9,46.4
SE,2020,2,15.5,50.0,59.2
BA,2020,2,18.5,48.8,59.9
MG,2020,2,11.2,57.7,65.1
ES,2020,2,12.3,59.4,67.8
RJ,2020,2,15.4,52.9,62.6
SP,2020,2,13.6,59.6,68.9
PR,2020,2,9.0,60.5,66.5
SC,2020,2,7.3,62.7,67.6
RS,2020,2,8.0,60.4,65.7
MS,2020,2,9.6,61.4,67.9
MT,2020,2,9.2,62.0,68.2
GO,2020,2,10.9,60.1,67.4
DF,2020,2,14.2,58.6,68.4
RO,2020,2,6.9,58.6,62.9
AC,2020,2,13.7,48.1,55.8
AM,2020,2,14.0,55.2,64.2
RR,2020,2,15.3,53.8,63.5
PA,2020,2,11.3,52.7,59.4
AP,2020,2,17.2,52.9,63.8
TO,2020,2,11.5,53.6,60.6
MA,2020,2,14.8,42.1,49.4
PI,2020,2,13.0,49.9,57.4
CE,2020,2,11.0,51.3,57.7
RN,2020,2,12.7,48.1,55.1
PB,2020,2,12.2,47.2,53.7
PE,2020,2,16.1,47.1,56.1
AL,2020,2,14.9,40.8,47.9
SE,2020,2,15.3,51.4,60.8
BA,2020,2,17.5,49.5,60.0
MG,2020,2,9.6,59.5,65.8
ES,2020,2,11.0,61.6,69.2
RJ,2020,2,15.3,52.7,62.2
SP,2020,2,12.9,60.5,69.4
PR,2020,2,9.1,60.7,66.8
SC,2020,2,6.1,63.0,67.1
RS,2020,2,8.3,60.7,66.2
MS,2020,2,8.4,63.6,69.4
MT,2020,2,8.3,63.8,69.5
GO,2020,2,10.6,60.3,67.4
DF,2020,2,13.8,59.6,69.2
RO,2020,2,8.4,58.7,64.1
AC,2020,2,13.2,47.8,55.1
AM,2020,2,13.5,55.7,64.4
RR,2020,2,14.9,54.2,63.7
PA,2020,2,11.3,53.3,60.1
AP,2020,2,16.9,52.1,62.7
TO,2020,2,10.7,53.5,59.9
MA,2020,2,14.4,42.7,49.8
PI,2020,2,12.9,51.9,59.5
CE,2020,2,11.4,51.2,57.8
RN,2020,2,13.6,48.1,55.7
PB,2020,2,11.4,47.4,53.5
PE,2020,2,16.0,47.0,55.9
AL,2020,2,15.6,39.9,47.2
SE,2020,2,14.8,51.3,60.3
BA,2020,2,16.9,49.6,59.8
MG,2020,2,10.0,59.6,66.2
ES,2020,2,10.7,60.8,68.1
RJ,2020,2,14.6,53.1,62.2
SP,2020,2,12.1,61.0,69.4
PR,2020,2,9.1,60.9,66.9
SC,2020,2,5.8,63.0,66.8
RS,2020,2,8.9,60.2,66.1
MS,2020,2,7.7,62.7,68.0
MT,2020,2,8.0,63.9,69.5
GO,2020,2,10.9,60.8,68.2
DF,2020,2,13.2,60.0,69.1
RO,2020,2,8.2,58.4,63.6
AC,2020,2,13.9,46.6,54.1
AM,2020,2,13.0,55.4,63.7
RR,2020,2,14.8,54.7,64.5
PA,2020,2,9.3,53.8,59.3
AP,2020,2,15.8,53.4,63.4
TO,2020,2,9.3,53.6,59.1
MA,2020,2,12.4,43.6,49.7
PI,2020,2,13.3,50.3,58.0
CE,2020,2,10.3,51.9,57.9
RN,2020,2,13.0,48.0,55.1
PB,2020,2,12.2,46.9,53.4
PE,2020,2,14.2,47.8,55.7
AL,2020,2,13.8,39.5,45.9
SE,2020,2,14.9,52.7,61.9
BA,2020,2,16.5,49.7,59.5
MG,2020,2,9.6,59.6,65.9
ES,2020,2,10.4,60.3,67.3
RJ,2020,2,13.8,53.4,62.0
SP,2020,2,11.6,61.2,69.3
PR,2020,2,7.4,61.5,66.4
SC,2020,2,5.4,63.9,67.5
RS,2020,2,7.3,61.9,66.8
MS,2020,2,6.7,62.4,66.9
MT,2020,2,6.4,63.9,68.2
GO,2020,2,10.6,60.9,68.1
DF,2020,2,12.5,59.5,68.0
RO,2020,2,8.5,58.6,64.0
AC,2020,2,13.8,45.1,52.3
AM,2020,2,14.6,54.2,63.5
RR,2020,2,16.5,52.7,63.4
PA,2020,2,10.8,52.9,59.3
AP,2020,2,17.3,51.0,61.8
TO,2020,2,11.5,52.2,59.0
MA,2020,2,16.3,41.2,49.2
PI,2020,2,14.1,48.2,56.0
CE,2020,2,12.4,49.6,56.6
RN,2020,2,15.6,47.3,56.1
PB,2020,2,13.9,45.6,52.9
PE,2020,2,14.8,45.5,53.4
AL,2020,2,16.7,39.5,47.4
SE,2020,2,15.8,50.4,59.8
BA,2020,2,18.8,48.5,59.8
MG,2020,2,11.7,57.3,64.9
ES,2020,2,11.3,59.0,66.5
RJ,2020,2,14.7,52.3,61.3
SP,2020,2,12.3,59.7,68.0
PR,2020,2,8.0,60.7,66.0
SC,2020,2,5.7,62.2,66.0
RS,2020,2,8.5,60.3,66.0
MS,2020,2,7.9,60.6,65.8
MT,2020,2,8.6,62.6,68.5
GO,2020,2,11.5,59.0,66.7
DF,2020,2,13.6,58.3,67.5
RO,2020,2,11.1,52.9,59.5
AC,2020,2,14.5,44.4,52.1
AM,2020,2,16.6,47.7,57.2
RR,2020,2,17.0,47.4,57.1
PA,2020,2,9.3,48.8,53.8
AP,2020,2,11.4,47.7,53.8
TO,2020,2,12.7,49.4,56.6
MA,2020,2,16.5,36.9,44.2
PI,2020,2,13.4,40.6,46.9
CE,2020,2,12.3,43.2,49.2
RN,2020,2,15.3,40.8,48.2
PB,2020,2,13.2,40.8,47.0
PE,2020,2,15.4,39.7,47.0
AL,2020,2,18.3,35.4,43.3
SE,2020,2,20.4,43.7,54.9
BA,2020,2,20.5,41.0,51.6
MG,2020,2,13.2,52.7,60.7
ES,2020,2,12.6,54.1,61.9
RJ,2020,2,16.8,45.8,55.0
SP,2020,2,13.9,53.2,61.8
PR,2020,2,9.6,58.3,64.5
SC,2020,2,7.2,59.1,63.6
RS,2020,2,9.7,55.5,61.4
MS,2020,2,11.7,55.0,62.3
MT,2020,2,10.2,59.0,65.8
GO,2020,2,13.0,53.7,61.8
DF,2020,2,15.6,52.8,62.6
RO,2020,2,11.8,52.1,59.0
AC,2020,2,17.4,41.4,50.2
AM,2020,2,16.9,49.8,59.9
RR,2020,2,19.1,46.9,58.0
PA,2020,2,11.1,49.9,56.1
AP,2020,2,15.3,46.1,54.5
TO,2020,2,12.5,48.6,55.6
MA,2020,2,17.3,37.4,45.2
PI,2020,2,13.2,43.8,50.5
CE,2020,2,14.3,42.3,49.3
RN,2020,2,17.9,41.1,50.0
PB,2020,2,17.3,39.5,47.8
PE,2020,2,19.3,39.2,48.5
AL,2020,2,20.3,34.9,43.8
SE,2020,2,20.8,42.8,54.0
BA,2020,2,21.1,41.1,52.1
MG,2020,2,13.6,52.9,61.2
ES,2020,2,14.2,54.8,63.9
RJ,2020,2,19.3,44.7,55.5
SP,2020,2,15.4,52.0,61.5
PR,2020,2,10.5,56.0,62.6
SC,2020,2,6.7,58.7,63.0
RS,2020,2,10.5,54.4,60.8
MS,2020,2,11.8,54.8,62.2
MT,2020,2,10.2,58.9,65.6
GO,2020,2,13.5,53.6,62.0
DF,2020,2,15.7,53.9,64.0
RO,2020,2,11.1,53.5,60.2
AC,2020,2,15.9,45.0,53.5
AM,2020,2,15.7,52.2,61.9
RR,2020,2,14.6,50.5,59.1
PA,2020,2,10.9,51.5,57.9
AP,2020,2,15.9,47.4,56.4
TO,2020,2,11.3,52.6,59.2
MA,2020,2,14.6,40.2,47.0
PI,2020,2,12.2,46.9,53.4
CE,2020,2,14.5,44.7,52.2
RN,2020,2,15.6,44.7,53.0
PB,2020,2,15.7,43.3,51.4
PE,2020,2,19.4,42.6,52.9
AL,2020,2,20.4,39.0,49.0
SE,2020,2,18.3,46.7,57.2
BA,2020,2,20.7,43.7,55.1
MG,2020,2,12.5,54.4,62.1
ES,2020,2,13.4,55.7,64.4
RJ,2020,2,19.6,46.2,57.5
SP,2020,2,14.8,53.9,63.3
PR,2020,2,10.1,57.7,64.1
SC,2020,2,5.4,59.7,63.1
RS,2020,2,8.6,56.9,62.3
MS,2020,2,9.5,57.8,63.8
MT,2020,2,10.6,60.5,67.8
GO,2020,2,12.7,54.8,62.8
DF,2020,2,14.5,55.8,65.2
RO,2020,2,11.4,53.2,60.0
AC,2020,2,18.0,44.9,54.8
AM,2020,2,17.6,50.5,61.2
RR,2020,2,14.3,51.4,60.3
PA,2020,2,13.9,48.8,56.7
AP,2020,2,15.2,47.6,56.2
TO,2020,2,17.1,50.8,61.3
MA,2020,2,17.4,39.5,47.8
PI,2020,2,15.2,45.3,53.4
CE,2020,2,15.1,42.4,50.0
RN,2020,2,15.5,44.6,52.9
PB,2020,2,16.1,42.9,51.2
PE,2020,2,21.4,43.2,55.0
AL,2020,2,20.2,39.8,49.9
SE,2020,2,20.7,46.9,59.1
BA,2020,2,21.7,43.4,55.5
MG,2020,2,13.9,54.3,63.1
ES,2020,2,13.1,56.4,64.9
RJ,2020,2,19.6,46.1,57.4
SP,2020,2,14.7,54.3,63.6
PR,2020,2,9.4,58.1,64.1
SC,2020,2,6.4,59.7,63.7
RS,2020,2,9.6,56.4,62.3
MS,2020,2,10.6,57.6,64.4
MT,2020,2,10.2,60.2,67.0
GO,2020,2,13.9,54.6,63.4
DF,2020,2,15.0,56.8,66.8
RO,2020,2,9.9,54.2,60.2
AC,2020,2,16.5,47.9,57.2
AM,2020,2,15.8,53.1,63.1
RR,2020,2,14.0,54.2,62.9
PA,2020,2,13.5,49.7,57.5
AP,2020,2,16.2,48.6,58.1
TO,2020,2,15.9,50.9,60.6
MA,2020,2,17.5,40.7,49.3
PI,2020,2,15.4,46.3,54.7
CE,2020,2,15.1,44.1,52.0
RN,2020,2,16.3,43.4,51.8
PB,2020,2,15.4,42.0,49.6
PE,2020,2,21.8,43.1,55.0
AL,2020,2,19.2,40.7,50.5
SE,2020,2,19.3,46.9,58.2
BA,2020,2,20.2,45.2,56.5
MG,2020,2,12.6,55.6,63.7
ES,2020,2,11.6,57.4,64.9
RJ,2020,2,17.9,49.5,60.3
SP,2020,2,14.5,55.6,65.0
PR,2020,2,9.0,57.7,63.4
SC,2020,2,5.9,61.5,65.3
RS,2020,2,8.8,57.8,63.4
MS,2020,2,9.8,59.0,65.4
MT,2020,2,9.1,60.3,66.4
GO,2020,2,12.4,55.5,63.4
DF,2020,2,14.3,56.6,66.1
RO,2020,2,7.8,57.3,62.0
AC,2020,2,13.8,48.5,56.2
AM,2020,2,13.4,55.0,63.6
RR,2020,2,10.7,55.5,61.8
PA,2020,2,11.9,52.3,59.4
AP,2020,2,17.5,49.9,60.4
TO,2020,2,10.8,54.7,61.4
MA,2020,2,15.0,42.8,50.4
PI,2020,2,11.9,48.5,55.1
CE,2020,2,12.4,46.7,53.3
RN,2020,2,14.7,44.4,52.0
PB,2020,2,14.5,42.9,50.1
PE,2020,2,19.3,44.3,54.8
AL,2020,2,17.0,43.1,52.0
SE,2020,2,17.1,49.0,59.0
BA,2020,2,18.7,47.9,59.0
MG,2020,2,10.7,57.8,64.7
ES,2020,2,9.9,58.7,65.2
RJ,2020,2,15.9,51.2,60.9
SP,2020,2,13.4,57.6,66.5
PR,2020,2,8.0,59.9,65.0
SC,2020,2,5.3,62.6,66.0
RS,2020,2,8.4,58.5,63.9
MS,2020,2,7.6,60.9,65.9
MT,2020,2,6.6,61.9,66.3
GO,2020,2,10.0,58.1,64.6
DF,2020,2,14.5,58.9,68.9
RO,2020,2,6.9,59.0,63.4
AC,2020,2,13.4,49.1,56.5
AM,2020,2,13.1,54.3,62.5
RR,2020,2,9.2,56.1,61.8
PA,2020,2,11.0,54.0,60.7
AP,2020,2,17.4,51.0,61.9
TO,2020,2,9.6,55.1,61.0
MA,2020,2,13.4,43.4,50.1
PI,2020,2,11.8,48.8,55.5
CE,2020,2,11.1,47.2,53.0
RN,2020,2,12.6,46.3,53.0
PB,2020,2,13.0,43.5,50.0
PE,2020,2,17.1,45.7,55.1
AL,2020,2,14.5,45.7,53.5
SE,2020,2,14.5,52.1,60.9
BA,2020,2,17.3,49.1,59.4
MG,2020,2,9.4,58.6,64.7
ES,2020,2,9.8,59.0,65.5
RJ,2020,2,14.2,52.9,61.6
SP,2020,2,11.1,60.0,67.5
PR,2020,2,7.0,61.9,66.5
SC,2020,2,4.3,64.1,67.0
RS,2020,2,8.1,59.5,64.8
MS,2020,2,6.4,62.3,66.5
MT,2020,2,5.9,62.5,66.5
GO,2020,2,8.8,59.7,65.5
DF,2020,2,12.1,61.1,69.5
RO,2021,2,8.1,58.1,63.2
AC,2021,2,9.3,53.2,58.6
AM,2021,2,11.1,56.3,63.3
RR,2021,2,8.6,57.1,62.5
PA,2021,2,8.0,55.6,60.5
AP,2021,2,12.6,57.1,65.3
TO,2021,2,8.4,57.4,62.7
MA,2021,2,7.9,51.9,56.4
PI,2021,2,7.7,54.2,58.7
CE,2021,2,7.3,52.1,56.2
RN,2021,2,11.6,47.7,53.9
PB,2021,2,10.0,50.8,56.5
PE,2021,2,9.6,51.2,56.6
AL,2021,2,11.3,43.7,49.2
SE,2021,2,10.5,53.2,59.4
BA,2021,2,11.6,55.4,62.7
MG,2021,2,7.9,58.3,63.3
ES,2021,2,7.7,59.8,64.8
RJ,2021,2,8.6,55.5,60.7
SP,2021,2,7.8,59.6,64.7
PR,2021,2,5.6,61.6,65.2
SC,2021,2,4.1,63.2,66.0
RS,2021,2,5.3,61.3,64.8
MS,2021,2,7.5,59.7,64.6
MT,2021,2,6.6,61.4,65.8
GO,2021,2,6.3,62.1,66.3
DF,2021,2,8.8,61.0,66.9
RO,2021,2,6.3,60.2,64.3
AC,2021,2,9.1,55.7,61.3
AM,2021,2,9.1,57.2,62.9
RR,2021,2,5.9,59.0,62.7
PA,2021,2,7.9,58.1,63.1
AP,2021,2,14.6,54.1,63.4
TO,2021,2,7.8,57.4,62.2
MA,2021,2,9.2,51.5,56.8
PI,2021,2,7.1,54.2,58.4
CE,2021,2,8.2,51.5,56.1
RN,2021,2,11.4,50.6,57.1
PB,2021,2,9.4,51.8,57.1
PE,2021,2,8.3,50.7,55.3
AL,2021,2,11.7,42.9,48.6
SE,2021,2,11.0,53.2,59.8
BA,2021,2,11.4,55.7,62.9
MG,2021,2,7.3,60.2,64.9
ES,2021,2,7.2,61.7,66.6
RJ,2021,2,7.5,56.5,61.1
SP,2021,2,7.5,60.4,65.3
PR,2021,2,5.3,62.5,66.1
SC,2021,2,3.7,64.7,67.2
RS,2021,2,5.1,62.0,65.3
MS,2021,2,7.1,61.6,66.4
MT,2021,2,5.8,61.8,65.6
GO,2021,2,5.3,63.2,66.7
DF,2021,2,8.5,60.4,66.0
RO,2021,2,5.9,60.2,63.9
AC,2021,2,7.7,55.5,60.3
AM,2021,2,9.5,56.8,62.7
RR,2021,2,7.3,59.7,64.4
PA,2021,2,7.2,57.6,62.1
AP,2021,2,14.3,55.6,64.6
TO,2021,2,7.2,57.6,62.1
MA,2021,2,7.7,52.5,56.9
PI,2021,2,6.2,55.1,58.7
CE,2021,2,8.1,50.8,55.3
RN,2021,2,11.5,50.7,57.3
PB,2021,2,8.6,51.8,56.7
PE,2021,2,9.4,51.4,56.7
AL,2021,2,11.6,44.4,50.2
SE,2021,2,10.6,54.2,60.7
BA,2021,2,10.8,56.1,62.9
MG,2021,2,6.4,60.5,64.6
ES,2021,2,6.9,62.0,66.6
RJ,2021,2,7.5,56.0,60.5
SP,2021,2,7.0,60.9,65.4
PR,2021,2,4.7,63.2,66.3
SC,2021,2,3.2,64.7,66.8
RS,2021,2,4.7,61.6,64.7
MS,2021,2,5.0,62.1,65.3
MT,2021,2,5.3,62.0,65.3
GO,2021,2,5.0,62.9,66.2
DF,2021,2,8.7,61.2,67.0
RO,2021,2,5.2,62.5,66.0
AC,2021,2,8.1,56.3,61.3
AM,2021,2,8.3,58.6,63.9
RR,2021,2,8.2,59.7,65.3
PA,2021,2,6.9,58.4,62.7
AP,2021,2,12.2,56.7,64.5
TO,2021,2,7.7,58.3,63.1
MA,2021,2,7.6,51.7,55.9
PI,2021,2,7.0,54.6,58.7
CE,2021,2,7.6,50.2,54.3
RN,2021,2,11.6,50.3,56.9
PB,2021,2,9.2,50.8,56.0
PE,2021,2,9.2,50.5,55.6
AL,2021,2,11.2,45.6,51.3
SE,2021,2,9.7,56.1,62.1
BA,2021,2,10.9,55.3,62.0
MG,2021,2,6.3,60.0,64.0
ES,2021,2,6.7,62.2,66.7
RJ,2021,2,6.9,56.4,60.6
SP,2021,2,6.8,60.9,65.3
PR,2021,2,4.5,62.9,65.9
SC,2021,2,2.7,64.4,66.2
RS,2021,2,4.4,62.3,65.2
MS,2021,2,5.0,63.0,66.3
MT,2021,2,4.8,62.4,65.5
GO,2021,2,5.1,62.3,65.7
DF,2021,2,8.8,61.5,67.5
RO,2021,2,6.2,60.5,64.6
AC,2021,2,10.9,54.1,60.8
AM,2021,2,10.4,57.4,64.1
RR,2021,2,8.9,57.6,63.2
PA,2021,2,7.9,58.2,63.2
AP,2021,2,11.7,54.0,61.0
TO,2021,2,9.3,55.7,61.4
MA,2021,2,9.5,50.6,55.9
PI,2021,2,8.4,54.2,59.2
CE,2021,2,8.9,49.7,54.6
RN,2021,2,12.2,49.3,56.1
PB,2021,2,9.6,50.4,55.7
PE,2021,2,10.7,49.1,55.0
AL,2021,2,12.3,45.1,51.3
SE,2021,2,11.7,54.0,61.1
BA,2021,2,13.4,53.2,61.5
MG,2021,2,7.5,58.7,63.5
ES,2021,2,7.8,60.9,66.1
RJ,2021,2,7.3,56.0,60.5
SP,2021,2,7.8,60.3,65.4
PR,2021,2,4.9,62.7,66.0
SC,2021,2,3.7,63.8,66.3
RS,2021,2,5.4,62.2,65.8
MS,2021,2,4.8,62.0,65.1
MT,2021,2,5.8,62.2,66.0
GO,2021,2,6.8,62.2,66.7
DF,2021,2,9.7,60.6,67.1
RO,2021,2,4.9,61.3,64.4
AC,2021,2,9.5,53.8,59.6
AM,2021,2,10.3,57.6,64.2
RR,2021,2,8.5,58.9,64.4
PA,2021,2,7.7,57.6,62.5
AP,2021,2,14.5,52.3,61.1
TO,2021,2,8.2,56.2,61.2
MA,2021,2,9.4,50.0,55.2
PI,2021,2,7.5,54.9,59.4
CE,2021,2,8.5,50.6,55.3
RN,2021,2,10.9,49.8,55.9
PB,2021,2,9.0,52.0,57.2
PE,2021,2,9.7,49.2,54.5
AL,2021,2,10.8,45.8,51.3
SE,2021,2,11.4,53.8,60.6
BA,2021,2,11.9,54.0,61.3
MG,2021,2,7.0,60.3,64.8
ES,2021,2,7.7,61.4,66.5
RJ,2021,2,7.0,56.0,60.2
SP,2021,2,7.5,61.0,65.9
PR,2021,2,4.6,63.5,66.6
SC,2021,2,3.5,63.6,65.9
RS,2021,2,4.6,62.5,65.5
MS,2021,2,4.9,62.9,66.1
MT,2021,2,4.5,63.3,66.3
GO,2021,2,5.8,62.1,66.0
DF,2021,2,9.2,61.8,68.0
RO,2021,2,4.6,60.1,63.0
AC,2021,2,8.8,53.7,58.9
AM,2021,2,8.4,57.5,62.8
RR,2021,2,8.2,61.4,66.6
PA,2021,2,7.8,56.5,61.3
AP,2021,2,10.9,55.1,61.8
TO,2021,2,6.3,56.7,60.6
MA,2021,2,7.5,50.5,54.6
PI,2021,2,7.5,54.2,58.6
CE,2021,2,7.3,50.8,54.7
RN,2021,2,10.1,50.8,56.5
PB,2021,2,8.6,51.3,56.1
PE,2021,2,8.5,50.4,55.1
AL,2021,2,10.6,46.5,51.9
